utt_id,duration_s,f0_mean_hz,f0_std_hz,f0_p05,f0_p95,f0_range,intensity_mean_db,intensity_std_db,hnr_mean_db,jitter_local,shimmer_local
1_2216,4.0107,231.67964020338462,100.3654884349338,83.08815093755395,382.1129026560917,299.02475171853774,70.64868669273035,6.108865481098627,-37.612208317450424,0.026457070045781374,0.13980133781242798
1_1678,5.0133,150.57010549849974,52.41691755514342,100.47698022463209,179.78091136970437,79.30393114507228,71.37105240470149,5.88351647769168,-37.463786999437076,0.019835574240148597,0.13910610904659904
1_5571,7.0187,191.91048424383263,42.43717879202952,121.8034508651977,257.5059357782235,135.70248491302578,71.65403387454229,5.773073285164455,-28.721318964387113,0.020640121374034776,0.13940710724048833
1_2354,4.0107,181.09890666703285,33.300616370471325,122.84376209893172,253.6480199348642,130.8042578359325,71.13490154571866,7.007353133708917,-18.74367782470252,0.01685173611186944,0.10375884545651842
2_51,2.752,149.62891225449758,20.508856766823975,119.0136457495784,183.42882061562764,64.41517486604924,53.73680098221941,7.235976492319781,-61.277971940964065,0.027313876593629487,0.15028839714334313
2_13,2.4533,411.33569852208484,134.12927869798767,135.71643873563673,583.7051027238726,447.9886639882359,60.42329438123804,11.280154326653642,-76.46006192784708,0.030434402542471355,0.12571855927716105
2_552,0.6613,363.1182573741973,94.22732509867687,131.7006065025974,450.49519363318865,318.79458713059125,64.64711323788553,4.839136933982997,-13.4857210480042,0.03294335027108703,0.18222841214590363
2_172,2.56,312.13416240838023,105.37558955870651,101.28476075729509,471.09392632911613,369.80916557182104,65.89474444572477,7.283577779961461,-88.69881692895045,0.019499065352343685,0.1250156035895339
2_550,1.8347,178.37936474217625,75.69355508326855,106.69461840583529,367.3297454876326,260.6351270817973,57.499425780457045,8.13022770950333,-66.83472583741037,0.022990802725930688,0.1088261889152642
2_491,3.7845,167.12693819622208,51.9758282536726,114.17435802340839,269.6833983920082,155.5090403685998,53.66688579043227,9.774499703734374,-141.80715464884122,0.026278266905313884,0.15538687241856664
1_4286,4.0107,184.58690846687057,64.91077495108469,113.82733965229093,291.0017591800563,177.17441952776537,62.17696817925993,5.4442189148002145,-27.737538276841654,0.02711875375372287,0.1404735297869063
2_358,2.1333,211.2914417098532,53.883998516726706,149.39796306683812,294.45586886995216,145.05790580311404,53.15735947747059,9.797617069465153,-65.62408788532146,0.02383719076356764,0.1505423948246821
1_507,9.0027,189.7938359179884,57.82376272507555,132.00540524930778,275.1373728560151,143.1319676067073,69.54522973058047,10.990183402885124,-68.39674449353014,0.02435262761069569,0.13122068329811085
1_7641,10.0053,163.16273477102519,67.10251491099443,78.33585290761363,255.11374022836353,176.7778873207499,67.23029287865188,11.370351191623476,-59.96499467448865,0.022737388983395744,0.1358363234409659
2_373,4.4582,186.57026507523707,107.11846386497493,118.73142247189644,492.07213375143607,373.3407112795396,58.94506828976954,7.449350586439784,-80.8572328691774,0.026201280093053794,0.17684774141588955
2_306,9.4041,115.98476792743283,61.420470323923766,86.59463595496996,135.17777713399283,48.583141179022874,62.89812105749006,8.149154616798613,-84.11596681430053,0.027570244964948098,0.14671664354241928
1_6065,9.0027,189.7086776190657,44.94127636162003,132.14433604843194,250.3500105614523,118.20567451302037,67.68425075553594,6.978297392966228,-28.836739226868705,0.021049242908769764,0.13198898007241008
2_392,5.7449,120.12011841453176,40.49875222069027,78.51349736256532,183.6799489641768,105.16645160161147,71.4164194270191,5.870499243005704,-21.879865999097348,0.03213022375678795,0.19619714082562842
2_88,1.344,168.79160807819565,47.41968755576244,89.67048814636323,231.2377336928082,141.56724554644498,60.98091337809633,7.047536485602242,-34.780511742134884,0.01081451367042892,0.1304610538723379
2_78,2.4747,143.3917270486199,37.03162038262934,103.79906495564988,215.316831195768,111.51776624011812,64.09361356433187,7.2916429092465025,-29.08052567459628,0.021361971685749753,0.12722631337618856
2_250,2.2187,254.95480053487873,24.74410510928874,228.99846193501776,309.96569806445433,80.96723612943657,54.95293256649537,6.464403556274731,-44.482948808208405,0.0272919645268933,0.17967201831020846
2_357,6.848,241.42306953710468,84.44529053671282,173.7162044294885,478.3289451790916,304.61274074960306,58.41171507134151,12.04387047064315,-100.30286904195587,0.025870156359625578,0.1538754642238336
2_231,2.752,203.0083603429594,71.02240720382748,129.61251138999063,236.86489722833642,107.25238583834579,58.01129257283493,8.286674898513853,-69.55288317285682,0.032360809673327266,0.16499968988581862
1_1772,5.0133,223.5484833110421,67.67896675375704,109.56664933171494,349.5452090930367,239.97855976132178,73.32111585271144,7.817942767522999,-36.30875783471765,0.01924173844644628,0.1089524356856688
2_295,1.9627,180.90869978390984,42.35590891251997,96.4144262073927,253.7835371710118,157.3691109636191,62.513915412322724,6.7188626652690235,-29.862899976866764,0.01889164884907896,0.1047048124596076
2_429,4.4373,387.4619938543506,123.53863612885212,215.26534633189104,582.187827524472,366.922481192581,61.71285489170303,3.6900130517046064,-35.88940115731031,0.02723694761633828,0.18602787840376295
2_608,4.3421,120.87997326025379,23.44526248989141,78.97096179859547,161.83680465563975,82.86584285704429,72.32910060386467,5.265881616576922,-39.023833732332314,0.026485503370546653,0.16908578997787505
1_1484,4.0107,222.81687687363848,79.69974284137744,131.4135728592758,349.6114218330522,218.1978489737764,72.26673266093421,9.55123223094793,-46.18427359273844,0.023933272074769876,0.1078518196785535
2_426,7.0187,229.33153699459214,58.59889023040877,116.38620201850955,334.2627218177432,217.87651979923368,60.33841157727753,11.080017015100186,-51.213555046733696,0.014479161800761744,0.13073666412060791
1_5058,9.0027,195.1928462191947,76.52654346384396,119.71719489223058,359.44707003813346,239.7298751459029,69.83999227477285,10.940084270503363,-37.091704894368306,0.029678868666999546,0.15635526095496224
1_7449,6.014,185.6276564802099,47.02594936528094,117.94824506462,259.62276915623784,141.67452409161785,62.824225640204176,12.55926685382874,-62.0136373145103,0.019420805563138584,0.12450342330878991
1_10977,4.0107,156.54659419025018,117.06731916162984,88.02028522074922,552.740114066747,464.71982884599777,57.97939909253631,7.34126234887331,-69.20895959662855,0.027464093951754226,0.14105432169742343
1_10857,7.0187,139.95158292793056,41.690779498995525,94.35630078306677,191.43869467128533,97.08239388821856,57.71825290422302,7.854483074785023,-91.18530939384152,0.025351243911216497,0.1472498773231319
1_9087,7.0187,139.47924006146076,37.9011876541299,103.13101441767236,230.5072399684439,127.37622555077155,71.79617747636091,6.9942798729267315,-44.350734771365296,0.02179000580447245,0.1439516393618647
1_2819,4.0107,189.72019139345028,94.70911325103681,104.41555157873313,394.67878528534703,290.2632337066139,66.59548375533576,9.027895497684936,-46.25844293419871,0.02448237795657119,0.14546711454258968
1_5679,9.0027,140.13595086882896,16.847840599062174,117.80199894838086,171.36803865986272,53.566039711481864,71.5004786013777,7.187671402143325,-30.831311339422985,0.0236982029643865,0.13119461766151858
2_369,4.1099,181.43916651360976,119.62237013349532,109.51781651007644,501.85250511934544,392.334688609269,64.11195076460855,9.316617598431671,-66.06924711361597,0.020003688419027808,0.14346458788040242
2_225,2.3467,218.78054099612893,73.00153200309293,160.9081531277532,393.1240239907142,232.215870862961,60.69682609250116,9.601465176540222,-47.9917758575498,0.017430961557556676,0.1376730361312793
2_420,5.8979,226.57743334057218,42.96804602657526,182.73822405158162,297.52021965434733,114.7819956027657,64.98675052535754,9.063226419331357,-45.04318510369881,0.015151265930057146,0.11077270112484525
1_5880,4.0107,188.33587019462573,25.5864226851752,148.01102200224602,223.2881300183197,75.27710801607367,67.28468289205102,7.603214642274176,-55.72855957512816,0.021864946940102506,0.11518800681658811
2_514,2.7947,315.237365865396,62.48024552626778,222.21870801844483,405.3092731622443,183.0905651437995,63.97345216235333,7.4408789288499255,-47.79945306423553,0.018489000139470912,0.10666093261123114
2_148,10.9134,301.35189779688164,151.04091534988854,121.33790984760789,570.22699509206,448.8890852444521,65.57353444007752,6.774145946467069,-22.75817317505026,0.0417610534238476,0.1971199276689103
2_30,1.8773,185.592583942689,68.74928911512019,79.13369893409836,324.0979840900699,244.9642851559715,49.04969042582235,11.851904290543125,-102.79109379095078,0.029409913090590285,0.11971463342186951
1_1470,3.008,208.98010199537154,55.50801905626138,97.85514712304418,309.2302406413499,211.37509351830573,65.30465541258492,10.361155562640457,-93.47600871173861,0.019974935475658394,0.09348216754804428
2_323,3.2831,182.29561563695177,50.22945645461959,83.06632566779226,247.19224872615504,164.1259230583628,74.22368494317165,4.134679956683793,-9.844458375458839,0.02137798590774776,0.15660071304414655
1_5964,4.0107,177.83739558095192,106.78649625868886,94.80123015454808,456.5813331572313,361.78010300268323,70.91758640318132,3.9290674778402392,-15.198849066621516,0.05712991724745507,0.1731923432828064
1_10496,14.016,195.1258683223582,59.053514940771585,123.50631465123716,256.58989402333094,133.08357937209377,64.71140167098243,11.29388582454139,-51.67415648260159,0.017598423031817193,0.12663772919313018
1_3840,12.0107,148.29451273496318,30.74252126706845,115.46592040647268,198.42892993612784,82.96300952965517,69.34089968264507,5.121212516032852,-26.23589873667289,0.0227182530714233,0.13053570118541083
1_6188,4.0107,209.45438203580323,49.79196241007753,166.05632484414656,295.17810997925943,129.12178513511287,68.91885784256793,5.23724439170738,-14.96959717572375,0.02190553101252204,0.1229083626212586
1_5109,5.0133,146.6040440936132,25.00162219254113,118.21086263142186,208.014276978103,89.80341434668114,72.52763483481098,5.457564749961757,-28.55047023388877,0.024927330481710717,0.13613547201817702
1_11378,6.016,136.46599982979703,43.54285686748065,97.05965064798198,232.21333144324456,135.15368079526257,60.030085190697,9.090129537252242,-77.28508385390772,0.021863811639288515,0.1514855242688456
1_2361,4.0107,242.12468825260956,65.75551021128095,111.19487595980215,366.14804431903565,254.9531683592335,70.5311255026186,7.130764830573693,-28.713129955307135,0.021152677623470544,0.15355603725482347
2_479,4.4582,185.52549711403412,81.4505086160623,129.17942564071112,392.71522713757173,263.5358014968606,77.06467662663519,5.977895248217809,-15.867911464540777,0.02444146670138909,0.1667120140211298
2_317,4.2667,344.77287056019037,101.93523646943103,222.10891083586856,538.6576744172711,316.54876358140257,50.7377371228515,9.817164821891843,-98.63100112426352,0.022896097972811794,0.11140958703261103
1_5580,6.016,122.02868477266718,27.297031429001464,90.01030645476557,176.5048839989684,86.49457754420284,72.9481438607917,4.659212111995284,-19.637821270156504,0.020243980253078483,0.14909641622614533
1_7400,7.0124,286.69533946446325,53.20591925463351,230.37998858290425,407.93139162789174,177.5514030449875,63.7373411499768,10.94118609499616,-71.18137861850707,0.01639755275269644,0.10554228163815565
2_20,6.4853,228.37268175835464,140.86032511206804,98.50973654206939,503.7842791500757,405.2745426080063,63.262471421572904,8.858742429388098,-57.84726925663732,0.03494433996065748,0.19808656840944197
2_289,10.176,278.9979665839661,82.91508751786375,175.1519156344687,413.5109147222885,238.35899908781977,57.58013627489929,9.416113331538282,-45.18851844160814,0.02007936714174703,0.1212202305371366
1_7593,11.008,195.05778643309756,69.68993965370679,109.10298015771626,335.36262291399214,226.25964275627587,67.39870055590012,11.451592741523779,-49.284985016159624,0.027521785994090543,0.16674975554507782
2_173,2.56,166.10211151476324,26.54722552848849,115.65337855085713,204.5191246320848,88.86574608122768,52.2612344350071,8.666434533832074,-72.8073925261209,0.01438012778839972,0.10959417356112287
2_555,2.88,197.32348917723874,82.05217605258294,76.36468233402562,303.9841310625468,227.61944872852118,52.78731378625946,5.192818566323389,-55.5669415482023,0.0300137317207008,0.14881012700906568
2_222,4.9459,212.15503227701564,71.92366402356556,156.35713803473547,374.43930727090924,218.08216923617377,69.84715336564554,5.17556234205141,-15.278053091622436,0.01228934347375236,0.11293394149539693
1_11529,5.0133,170.16239455710348,63.437467202540084,132.25115352630525,190.21314090023873,57.96198737393348,55.988508263914476,17.51595057360143,-82.94892997843017,0.019335780401734608,0.13804927304519848
1_4603,9.0027,143.00699043704546,61.404812966740174,98.98391545727253,277.6958086132655,178.71189315599298,69.0471077838436,3.4196897943673226,-1.1115713577549973,0.017015929731963923,0.10686363322696214
2_206,4.1918,167.0445444048447,66.98790546424429,128.93563268269153,246.02231228901888,117.08667960632735,67.13319410261485,9.163031331587685,-50.51173501247488,0.019448341287270302,0.11275883287079864
2_271,4.2492,144.48306003724983,95.32522502765597,82.84407946904584,281.8697991049218,199.025719635876,60.85987789248833,9.79464010691692,-83.83472514451321,0.030889076443869845,0.16533019763986168
1_5166,4.0107,201.16458124018706,27.014229867623417,167.82731185858083,253.71001915629233,85.8827072977115,73.26473825824284,3.6505526638946346,-3.5145811399187292,0.018265360653659416,0.1305229636221859
1_1931,5.0133,182.61902373303826,113.5301557244088,94.19337456493722,517.6213029188775,423.4279283539403,73.18517078952401,7.246096135541337,-41.8422576509446,0.030312827813700226,0.12003157434671011
1_11055,12.0107,165.98212128842042,63.901919680082024,114.7139689974105,264.61895909432195,149.90499009691143,64.25277421119928,8.230385417825199,-57.96024331529663,0.02099644785660511,0.1337173110847473
1_4760,5.0133,148.12582750863695,32.9017428599885,100.10005509487104,203.96614912250226,103.86609402763122,69.43620425278493,2.6991391650415646,0.4792612734420266,0.024854637568773475,0.13846892545743883
1_8746,9.0027,218.7490903612809,47.258905572493894,175.22346090494887,315.9482145031473,140.72475359819845,56.06151013825421,12.274807999163334,-44.71849568475502,0.01395076086142964,0.11622761053351459
2_474,1.0027,141.24563312244186,34.88743742755433,85.59937368004454,194.5001815413487,108.90080786130416,52.90902034389552,11.845917676228781,-78.29074776621752,0.014139710372439203,0.12557810094658398
1_3837,8.0213,168.5848634995831,75.25942383898325,101.70375961120993,364.85967621128214,263.1559166000722,67.611850544965,6.838212479395861,-45.908353647322954,0.024079561936489222,0.13532578830629372
2_504,2.3467,352.58449050300106,85.9484147941204,174.05907594015457,492.1937959946629,318.1347200545083,57.77568297147304,5.323762443531137,-21.619365736814604,0.018966705908584736,0.13341715940744178
1_11046,5.0133,113.25657149740432,19.66608947946572,88.54774164621568,163.13661180583145,74.58887015961577,64.14137453313124,7.653171559504006,-70.126025718544,0.014846081043207266,0.12712195624475375
2_588,2.432,200.79130594507112,42.27137354392484,112.8363885544813,239.03639176366178,126.20000320918048,46.57648819507392,17.32449827106945,-113.3286337172406,0.01991632344974841,0.1267927379747105
2_390,5.1316,158.31285608466462,55.14754540900514,108.92315345086878,312.39475726282194,203.47160381195317,83.73139852204143,6.95914582512351,-8.016234398411111,0.024326716976757663,0.13225631019860518
2_375,2.4747,217.57259935021293,35.22194720362673,156.0580883808687,277.54473704628055,121.48664866541185,62.1444210180232,5.797351268702721,-16.748577862444566,0.022769429197124703,0.14949581763983721
2_245,6.016,126.06633075427439,32.418507943745745,89.0107879848339,201.71919839978258,112.70841041494869,42.94417757049626,14.162506090162525,-148.20722809258172,0.020910573772534094,0.11114245654085879
2_7,3.1683,238.11805392665468,14.969364546613548,207.71222397021356,256.02232325191636,48.310099281702804,54.136179250279085,6.181597833988962,-123.31762933412872,0.02381277537744658,0.14742870555693585
1_11242,9.0027,333.525606678134,97.1211449399236,152.61830275598,517.8009555952455,365.1826528392654,60.191503139840336,12.836333996362063,-56.76027728245625,0.016089635019729633,0.1012390375737005
1_7442,11.0062,154.71169425301,46.17418628621388,117.35886822683918,196.97571160700863,79.61684338016946,69.3039617288871,7.175223229506153,-36.81843552762929,0.018923191966881168,0.15217654733040475
2_155,8.2199,253.76669839648918,68.95438109179705,162.99804333341427,365.961742937916,202.9636996045017,69.18183904497195,6.396946363649065,-24.473556283456528,0.0198350811652491,0.13377399761601808
2_152,2.6381,198.2175685112234,77.38612399830998,128.6441294867878,248.8472898597674,120.2031603729796,65.3314123842115,6.425223959668403,-36.4906963261671,0.02531385212647476,0.12580657276287452
2_607,1.0027,299.9861963579041,86.81324090372821,121.29323787271822,395.1958181412982,273.90258026858,45.87167336367254,13.177229165431491,-133.8479072957864,0.03303547971379601,0.13201329290914957
2_36,7.5093,218.80120874582704,61.457220161710346,156.64849519091135,301.54906910057576,144.90057390966442,57.02398374262475,10.639870168537106,-43.84324049229567,0.02610210477498464,0.1491865320923528
2_188,1.8347,383.11502552678894,75.37611029193668,309.02235461700576,489.85393973239394,180.83158511538818,63.06645842212613,5.038794718488279,-18.764554385655657,0.030224406773568146,0.16029735758603408
1_1666,3.008,171.39162472022846,27.060669411889805,144.08937266807106,241.25215931090756,97.1627866428365,69.61767914842582,9.323063034742864,-73.30315233715967,0.02725700417849363,0.12129947124516653
2_448,2.4533,373.1518124230082,98.2116721026335,177.05061290492858,547.8063236482029,370.75571074327434,65.31097630533847,9.423478156736728,-52.49509384005028,0.029573556359891506,0.18402776916360747
1_1189,4.0107,161.37309765435992,95.92665416321462,99.31922342049867,407.0515988196321,307.7323753991334,76.14599163369752,6.919757127734399,-37.58532814641916,0.031108478675268014,0.177771989232923
1_10009,5.0133,238.78165282498694,74.32252413739917,142.0503619903085,345.2714494950503,203.22108750474183,65.30533275607804,6.418470374078758,-43.02228389523486,0.0165047767441789,0.12110995239645102
2_408,6.2306,205.89223423119978,47.69383126884086,120.5395108885466,276.15488776472,155.6153768761734,55.42762963259053,10.920939397160641,-68.98554262260782,0.021311379039622377,0.12557300157762327
2_609,1.472,104.15295038639105,12.303001698844756,84.27172181632488,121.76336980652506,37.49164799020018,68.83303335275424,6.089062383074321,-35.9769257805808,0.0262474497787746,0.16499112872777177
2_209,0.9985,268.51729585648843,73.58154579555983,134.99551689675624,361.63304425439674,226.6375273576405,59.66074756708036,8.549296673005141,-99.25759598830129,0.026259005418122608,0.1399216655354376
1_162,6.016,114.74406408396489,36.0242472468593,88.07889122021544,209.6228956173871,121.54400439717165,77.38690117912593,10.330196839752315,-27.88018423176339,0.016152049201212864,0.07588893071624254
1_4639,4.0107,138.68093954967782,42.451452613728605,82.46867090223611,233.00440723858992,150.5357363363538,69.0791045685687,3.0083747850875358,-0.9190699124243539,0.02402498418979963,0.16315447518953732
1_10190,11.008,202.24460557043915,67.6616778382422,120.38243855695487,385.00081470995303,264.61837615299817,59.36220431851226,13.32304155711326,-78.55497804536947,0.019101727449324642,0.12346589660863513
2_541,4.7349,125.53117378449043,54.82748803886609,78.26690028958645,169.05306542706668,90.78616513748024,69.98584564127434,6.7415847916135965,-49.08021617898862,0.034224101681281816,0.16382257212019544
2_485,4.1796,157.06495973612755,40.96407016599686,107.58635444830983,221.946880924421,114.36052647611118,63.664527777390745,9.119220943597767,-52.702396937307235,0.016330406133954638,0.11861914748669376
2_162,2.88,415.40892111915514,100.93566855003786,167.12377688022562,521.7590048294078,354.6352279491822,62.84269921699818,5.854983172438849,-20.26817027612954,0.02214017876762418,0.17039821442661057
1_3649,4.0107,246.49736394428473,52.77530079453096,196.3920389809122,358.3116963735335,161.9196573926213,71.51179929048403,4.24912635883635,-8.859018770306728,0.024010059923420445,0.156704458071652
1_182,5.0133,209.53439183610567,98.14929105063192,116.87044867149024,410.6025022405532,293.73205356906294,78.77734217349082,10.019867041745057,-32.182679522848034,0.03630706938008637,0.13879549878105338
1_5496,18.0053,230.57170896397128,114.7163899468193,80.29244419506658,505.88101238513093,425.58856819006434,73.47726422761122,4.520189526262127,-25.729448245195233,0.025930789676465803,0.18105425283592746
1_8045,3.008,169.49628116815137,102.16854493085317,81.26416378233418,410.6788826847919,329.4147189024577,59.201627356005176,9.008962025361738,-52.31536551972275,0.0252595463025861,0.15871510616220585
2_410,2.0907,153.7245331325854,55.544286384407606,111.66819159746012,284.4693949053861,172.80120330792596,57.75551941628216,9.093588489674918,-43.954862437388634,0.025323792210594154,0.16764216238064095
2_55,2.0907,177.3829226045281,9.910377856336805,160.23607149444962,190.9101993357285,30.674127841278874,61.05423775085562,7.287476339039666,-38.731974467316896,0.026956491093708457,0.16487048070665458
2_526,2.2187,244.31418033656038,129.05397109965512,86.92698613520795,495.55272893140466,408.62574279619673,55.585812957361306,7.159759886063093,-55.667912931111466,0.03675068343454658,0.1773074883246684
2_247,1.0453,226.38252831535448,42.42581250863086,180.56178678282336,295.2960182461923,114.73423146336896,67.37480076419473,7.273764455176686,-33.56343236100998,0.018055924583958913,0.11769491541193078
2_340,1.6427,336.3598399102658,158.33520962974328,131.46820091831026,587.7022211739402,456.23402025562996,55.155387745865994,9.11304450060934,-113.29283044103771,0.05026518222791408,0.19383833758902458
1_4949,14.016,217.58739134065848,56.172090821350224,149.4618814612369,309.8830213631766,160.4211399019397,68.14829926662523,4.707692350533857,-15.356180999135812,0.02314246865077205,0.14252555480920592
1_7443,5.0155,294.27626005487906,66.52853307049628,213.7386974576614,416.41463633106434,202.67593887340294,60.44106005481545,16.948871394130894,-76.75531443044257,0.02044166749131393,0.10675597009138138
1_5156,9.0027,114.53215192586889,62.098815000528205,91.37851893792451,124.34066823260142,32.962149294676905,69.43641941406987,10.375833918397316,-45.17647498417742,0.020547787566981824,0.1344170628871157
2_94,2.2187,175.7051180958418,52.94929898564126,122.04777244088078,311.12236137986747,189.0745889389867,55.06399874356003,9.304689134201443,-69.382018952028,0.019561691412075696,0.13175754816630494
1_9963,3.008,166.65453627020466,62.89617533716915,98.483664444329,272.7297607006448,174.2460962563158,61.84643057143885,13.866784452648197,-61.9635295300642,0.015272972951756034,0.11212456330111063
1_5627,7.0187,225.299911714473,143.75472532686513,131.36353206475857,582.9312536667917,451.5677216020331,67.52054953119911,12.618267029282656,-56.34152541355103,0.03875325437913348,0.176974706754283
2_611,1.0453,245.2586046888374,26.82600904572587,205.23639093086274,285.35855826146593,80.12216733060319,71.54999222045272,2.605923817866545,6.108554876166012,0.010177907715708671,0.10940977541622161
2_177,2.9227,224.43092966195903,46.401716897126576,173.36610108463088,343.05668988494045,169.69058880030957,59.193854400806025,7.2875592824596245,-45.09940871256497,0.024509230437869185,0.1299843912346164
2_259,9.1947,214.31233862032363,56.98143511073674,135.26804212015867,294.2276418265234,158.9595997063647,48.76451733705575,8.994554743076877,-112.08265203119059,0.02162802966412093,0.12874527923958093
2_151,2.8373,196.43849013066716,48.61729753863292,145.07810386003695,298.68592725436065,153.6078233943237,68.08040945380785,3.4994122873578157,2.143116336279884,0.015528423751018794,0.15586369635826983
2_356,0.512,212.16202695220122,52.761078536563375,124.89925323343812,268.2901285633527,143.3908753299146,54.34839935734337,8.066610746365537,-45.175883982482745,0.01709349273793878,0.102237201986293
2_535,3.0507,134.24470777578432,23.80485422888402,115.26517688720718,188.60548870863482,73.34031182142765,59.057766764375124,8.204867864511927,-23.488685484134624,0.016927101227586634,0.11818151776717796
1_10797,7.0187,211.09481745722007,79.69079214255942,138.3173176242904,441.07778439676446,302.76046677247405,57.51059832269956,8.093551386873958,-91.0587543918611,0.021688776439599662,0.11110125947916037
2_77,5.8027,282.81948357941855,68.75906440921513,196.59673306744324,368.87357217438085,172.27683910693762,59.12610323713595,10.712235336309977,-70.91930491212949,0.02380858817637442,0.13825683243857678
2_282,2.5173,379.295340021247,79.48601746118102,286.76073944884985,557.9362638282666,271.1755243794168,59.73956858265722,7.223315090021816,-60.0122671832467,0.021393635048923606,0.11787082989625355
2_506,6.1013,359.8310758784943,120.89882138494015,185.7303235312394,557.829989686704,372.09966615546466,61.87903494734107,6.743079123595354,-45.97956938121079,0.02642952100162044,0.13829854562821317
2_512,3.1579,243.78970350356596,78.93027523900513,164.23926225400672,451.29071651274273,287.05145425873604,81.83115978304058,2.3555084482789512,2.0324958513704057,0.027148812617373636,0.17033654422889402
2_589,5.1016,179.61964821429632,71.25674831389226,116.49827686932299,325.3403864454138,208.84210957609082,68.91113763403301,6.751967326999693,-40.51820862882066,0.020572888081647558,0.16373420226283014
2_467,1.6,229.03508241990602,41.844645742265705,154.38852240889696,282.4427382453337,128.05421583643675,60.20465221471637,6.245117160480773,-86.11538791623218,0.017019476189543043,0.1461936168363757
1_7395,4.0107,206.8509816080705,89.53485985283271,150.14224634969426,442.11535971269933,291.97311336300504,70.46967989041408,9.14195758666953,-48.20016627881262,0.028073653730787487,0.13094646864823403
1_6427,6.016,217.03176419415544,48.24636129168362,126.46047070960789,261.15561867469745,134.69514796508957,64.86414864132273,11.413863694499444,-60.73614681103371,0.018176017022218986,0.08812811243501098
2_86,2.8373,130.2938674602306,97.81178775805564,78.76543688271553,161.44171482063993,82.6762779379244,54.11951840241904,5.8755516151882405,-128.5700847619206,0.04587528916309796,0.228482100692271
1_4576,14.016,254.20367754514632,74.66758525317715,161.53522405220073,388.0060452781061,226.47082122590538,61.039149040903986,9.547709240073326,-54.48655735489284,0.023965083754811052,0.12537272539223054
2_413,3.84,323.69503503406196,66.08762539417641,179.76894055437873,414.76943624480936,235.00049569043063,59.35953207056734,9.204708585528733,-56.54593362114978,0.021762317800290247,0.11320109437254379
2_478,7.3684,170.22921410484324,34.88859626232614,123.36484033742583,227.69360615018056,104.32876581275472,68.28580894836168,9.50616645486485,-43.98771530047262,0.016278549405906322,0.12548583466717403
